,signal,timestamp,user_1,user_2
389,-50,109500.0,0.0,2.0
390,-80,109500.0,0.0,1.0
391,-70,109500.0,0.0,2.0
392,-1,110700.0,0.0,1.0
393,-90,111000.0,0.0,18.0
394,-1,111000.0,0.0,19.0
395,-70,111300.0,0.0,19.0
396,-100,111600.0,0.0,18.0
397,-90,112200.0,0.0,2.0
398,-1,112800.0,0.0,18.0
399,-100,112800.0,0.0,19.0
400,-80,113700.0,0.0,2.0
401,-50,113700.0,0.0,1.0
402,-95,115500.0,0.0,19.0
403,-80,115800.0,0.0,18.0
404,-80,116100.0,0.0,4.0
405,-70,116700.0,0.0,1.0
406,-95,117000.0,0.0,1.0
407,-100,117300.0,0.0,1.0
408,-100,117600.0,0.0,19.0
409,-90,117900.0,0.0,1.0
410,-1,118200.0,0.0,19.0
411,-1,118200.0,0.0,19.0
412,-90,119400.0,0.0,1.0
413,-10,119400.0,0.0,2.0
414,-100,119400.0,0.0,1.0
415,-80,119700.0,0.0,2.0
416,-80,119700.0,0.0,1.0
417,-1,120000.0,0.0,19.0
418,-10,120900.0,0.0,2.0
419,-10,120900.0,0.0,1.0
420,-10,122100.0,0.0,2.0
421,-50,122400.0,0.0,2.0
422,-70,122700.0,0.0,1.0
423,-70,123000.0,0.0,1.0
424,-95,123300.0,0.0,3.0
425,-90,123600.0,0.0,16.0
426,-70,123900.0,0.0,1.0
427,-80,123900.0,0.0,1.0
428,-90,125100.0,0.0,19.0
429,-80,125400.0,0.0,19.0
430,-70,125400.0,0.0,18.0
431,-50,126000.0,0.0,2.0
432,-10,126600.0,0.0,1.0
433,-100,126600.0,0.0,1.0
434,-70,126600.0,0.0,2.0
435,-50,126900.0,0.0,1.0
436,-80,127200.0,0.0,19.0
437,-90,127800.0,0.0,2.0
438,-1,128100.0,0.0,19.0
439,-1,128100.0,0.0,19.0
440,-80,128700.0,0.0,4.0
441,-95,129300.0,0.0,19.0
442,-1,129300.0,0.0,19.0
443,-95,129300.0,0.0,19.0
444,-90,129600.0,0.0,1.0
445,-1,129900.0,0.0,18.0
446,-80,129900.0,0.0,19.0
447,-70,130200.0,0.0,2.0
448,-95,130200.0,0.0,1.0
449,-50,130200.0,0.0,1.0
450,-70,130500.0,0.0,19.0
451,-50,130800.0,0.0,19.0
452,-70,130800.0,0.0,16.0
453,-50,130800.0,0.0,19.0
454,-1,131400.0,0.0,19.0
455,-10,131700.0,0.0,17.0
456,-70,132000.0,0.0,19.0
457,-100,132900.0,0.0,18.0
458,-1,133200.0,0.0,18.0
459,-90,133200.0,0.0,19.0
460,-100,133200.0,0.0,19.0
461,-70,133500.0,0.0,18.0
462,-90,133500.0,0.0,18.0
463,-50,133500.0,0.0,19.0
464,-70,133800.0,0.0,19.0
465,-70,134100.0,0.0,18.0
466,-90,134700.0,0.0,2.0
467,-90,135000.0,0.0,1.0
468,-70,135300.0,0.0,19.0
469,-80,135600.0,0.0,18.0
470,-1,135600.0,0.0,16.0
471,-100,135600.0,0.0,19.0
472,-10,136200.0,0.0,19.0
473,-80,137100.0,0.0,4.0
474,-1,137100.0,0.0,1.0
475,-95,137400.0,0.0,18.0
476,-100,137700.0,0.0,19.0
477,-100,138000.0,0.0,1.0
478,-90,138900.0,0.0,1.0
479,-100,138900.0,0.0,1.0
480,-95,138900.0,0.0,3.0
481,-70,139800.0,0.0,4.0
482,-50,140100.0,0.0,19.0
483,-100,140400.0,0.0,1.0
484,-10,141300.0,0.0,1.0
485,-10,141600.0,0.0,18.0
486,-10,141600.0,0.0,19.0
487,-95,141900.0,0.0,18.0
488,-80,142200.0,0.0,19.0
489,-10,142200.0,0.0,18.0
490,-50,142200.0,0.0,19.0
491,-50,142500.0,0.0,19.0
492,-1,143100.0,0.0,18.0
493,-90,144300.0,0.0,19.0
494,-10,144600.0,0.0,1.0
495,-100,144600.0,0.0,2.0
496,-1,144600.0,0.0,1.0
497,-90,144900.0,0.0,19.0
498,-90,144900.0,0.0,18.0
499,-95,145800.0,0.0,1.0
500,-1,145800.0,0.0,1.0
501,-70,145800.0,0.0,2.0
502,-100,146100.0,0.0,18.0
503,-50,146100.0,0.0,17.0
504,-90,146400.0,0.0,1.0
505,-70,146700.0,0.0,19.0
506,-50,147300.0,0.0,1.0
507,-80,147300.0,0.0,2.0
508,-50,147300.0,0.0,1.0
509,-10,147600.0,0.0,16.0
510,-1,147600.0,0.0,18.0
511,-10,148200.0,0.0,18.0
512,-95,148800.0,0.0,1.0
513,-1,148800.0,0.0,4.0
514,-1,149400.0,0.0,1.0
515,-1,149400.0,0.0,2.0
516,-70,149400.0,0.0,1.0
517,-95,150000.0,0.0,1.0
518,-70,150600.0,0.0,2.0
519,-1,151500.0,0.0,1.0
520,-90,152100.0,0.0,2.0
521,-1,152100.0,0.0,1.0
522,-10,152400.0,0.0,1.0
523,-50,153000.0,0.0,19.0
524,-10,153600.0,0.0,1.0
525,-70,154200.0,0.0,2.0
526,-1,154500.0,0.0,2.0
527,-1,154500.0,0.0,2.0
528,-90,154800.0,0.0,16.0
529,-1,155100.0,0.0,1.0
530,-70,155100.0,0.0,2.0
531,-1,155400.0,0.0,1.0
532,-100,155400.0,0.0,2.0
533,-50,156300.0,0.0,2.0
534,-70,156600.0,0.0,2.0
535,-50,156600.0,0.0,2.0
536,-10,156900.0,0.0,18.0
537,-10,157200.0,0.0,2.0
538,-95,158100.0,0.0,1.0
539,-95,158100.0,0.0,2.0
540,-80,158100.0,0.0,2.0
541,-100,159000.0,0.0,2.0
542,-1,159600.0,0.0,3.0
543,-100,159900.0,0.0,18.0
544,-10,160500.0,0.0,16.0
545,-50,160800.0,0.0,19.0
546,-1,160800.0,0.0,18.0
547,-10,160800.0,0.0,18.0
548,-90,161700.0,0.0,1.0
549,-10,161700.0,0.0,1.0
550,-1,162000.0,0.0,19.0
551,-10,162000.0,0.0,18.0
552,-10,162300.0,0.0,1.0
553,-90,162300.0,0.0,2.0
554,-10,162900.0,0.0,1.0
555,-50,162900.0,0.0,1.0
556,-95,162900.0,0.0,1.0
557,-50,163200.0,0.0,1.0
558,-50,163500.0,0.0,19.0
559,-90,163500.0,0.0,18.0
560,-95,164100.0,0.0,3.0
561,-100,164400.0,0.0,18.0
562,-100,166200.0,0.0,18.0
563,-95,166500.0,0.0,1.0
564,-50,166800.0,0.0,1.0
565,-50,167100.0,0.0,3.0
566,-50,167400.0,0.0,17.0
567,-90,167400.0,0.0,17.0
568,-80,167700.0,0.0,19.0
569,-10,168000.0,0.0,1.0
570,-10,168300.0,0.0,18.0
571,-80,168300.0,0.0,18.0
572,-70,168300.0,0.0,18.0
573,-80,168600.0,0.0,16.0
574,-10,169800.0,0.0,19.0
575,-10,170400.0,0.0,1.0
576,-90,171900.0,0.0,2.0
577,-70,172200.0,0.0,2.0
578,-80,172200.0,0.0,1.0
579,-100,172200.0,0.0,1.0
580,-100,172500.0,0.0,19.0
581,-1,172800.0,0.0,19.0
582,-95,172800.0,0.0,19.0
583,-70,173100.0,0.0,2.0
584,-50,173400.0,0.0,3.0
585,-1,174000.0,0.0,18.0
586,-50,174000.0,0.0,19.0
587,-1,174300.0,0.0,1.0
588,-50,174300.0,0.0,4.0
589,-95,174300.0,0.0,1.0
590,-50,174600.0,0.0,19.0
591,-50,174600.0,0.0,19.0
592,-50,174600.0,0.0,18.0
593,-80,174900.0,0.0,18.0
594,-10,175200.0,0.0,17.0
595,-100,175200.0,0.0,19.0
596,-80,175200.0,0.0,18.0
597,-80,175500.0,0.0,3.0
598,-100,175800.0,0.0,3.0
599,-70,176100.0,0.0,1.0
600,-100,176100.0,0.0,1.0
601,-90,176100.0,0.0,1.0
602,-80,176400.0,0.0,19.0
603,-95,176400.0,0.0,19.0
604,-95,176700.0,0.0,1.0
605,-1,177300.0,0.0,19.0
606,-80,178800.0,0.0,2.0
607,-95,179100.0,0.0,19.0
608,-1,179100.0,0.0,19.0
609,-10,179700.0,0.0,4.0
610,-10,179700.0,0.0,1.0
611,-50,179700.0,0.0,3.0
612,-70,180000.0,0.0,2.0
613,-70,180900.0,0.0,18.0
614,-100,180900.0,0.0,16.0
615,-70,181500.0,0.0,19.0
616,-90,181500.0,0.0,19.0
617,-50,181500.0,0.0,19.0
618,-90,182100.0,0.0,1.0
619,-100,182100.0,0.0,2.0
620,-10,182700.0,0.0,1.0
621,-95,182700.0,0.0,1.0
622,-1,182700.0,0.0,2.0
623,-90,183300.0,0.0,1.0
624,-1,183300.0,0.0,1.0
625,-90,183600.0,0.0,1.0
626,-90,183900.0,0.0,2.0
627,-1,183900.0,0.0,1.0
628,-80,184800.0,0.0,1.0
629,-50,185100.0,0.0,1.0
630,-95,185400.0,0.0,1.0
631,-70,185700.0,0.0,1.0
632,-10,185700.0,0.0,1.0
633,-1,185700.0,0.0,1.0
634,-1,186000.0,0.0,1.0
635,-95,186600.0,0.0,18.0
636,-1,186900.0,0.0,19.0
637,-10,187500.0,0.0,18.0
638,-100,187500.0,0.0,19.0
639,-100,187800.0,0.0,2.0
640,-95,188100.0,0.0,18.0
641,-10,188700.0,0.0,1.0
642,-100,188700.0,0.0,1.0
643,-95,189000.0,0.0,16.0
644,-80,189000.0,0.0,19.0
645,-95,189000.0,0.0,18.0
646,-50,189900.0,0.0,19.0
647,-70,190500.0,0.0,1.0
648,-50,190800.0,0.0,18.0
649,-50,191100.0,0.0,1.0
650,-100,191700.0,0.0,19.0
651,-70,192000.0,0.0,19.0
652,-70,192300.0,0.0,1.0
653,-50,192900.0,0.0,1.0
654,-100,192900.0,0.0,1.0
655,-100,192900.0,0.0,1.0
656,-10,193200.0,0.0,2.0
657,-50,193200.0,0.0,2.0
658,-80,193200.0,0.0,1.0
659,-1,193500.0,0.0,19.0
660,-70,193500.0,0.0,19.0
661,-1,193800.0,0.0,1.0
662,-10,194400.0,0.0,1.0
663,-95,194400.0,0.0,1.0
664,-10,195000.0,0.0,19.0
665,-1,195300.0,0.0,1.0
666,-80,195600.0,0.0,1.0
667,-80,195600.0,0.0,1.0
668,-90,195900.0,0.0,1.0
669,-80,195900.0,0.0,1.0
670,-95,195900.0,0.0,4.0
671,-1,196500.0,0.0,2.0
672,-10,197100.0,0.0,19.0
673,-10,197400.0,0.0,19.0
674,-50,197700.0,0.0,1.0
675,-70,197700.0,0.0,1.0
676,-70,197700.0,0.0,1.0
677,-80,198600.0,0.0,1.0
678,-95,198900.0,0.0,2.0
679,-1,198900.0,0.0,2.0
680,-80,199500.0,0.0,18.0
681,-80,200100.0,0.0,1.0
682,-10,200100.0,0.0,1.0
683,-80,200100.0,0.0,1.0
684,-10,201000.0,0.0,1.0
685,-100,201000.0,0.0,2.0
686,-95,201000.0,0.0,1.0
687,-80,201300.0,0.0,19.0
688,-100,201600.0,0.0,1.0
689,-95,201900.0,0.0,17.0
690,-70,201900.0,0.0,19.0
691,-10,202200.0,0.0,1.0
692,-100,202500.0,0.0,1.0
693,-80,202800.0,0.0,19.0
694,-1,202800.0,0.0,18.0
695,-100,202800.0,0.0,16.0
696,-70,203100.0,0.0,1.0
697,-1,203400.0,0.0,18.0
698,-95,204000.0,0.0,1.0
699,-100,204300.0,0.0,18.0
700,-95,204300.0,0.0,19.0
701,-1,204600.0,0.0,19.0
702,-50,204900.0,0.0,16.0
703,-70,205200.0,0.0,2.0
704,-10,205800.0,0.0,1.0
705,-70,206100.0,0.0,19.0
706,-50,206100.0,0.0,19.0
707,-70,206100.0,0.0,19.0
708,-10,206700.0,0.0,17.0
709,-70,207000.0,0.0,19.0
710,-80,207300.0,0.0,2.0
711,-50,207600.0,0.0,1.0
712,-95,207900.0,0.0,19.0
713,-50,207900.0,0.0,19.0
714,-80,208500.0,0.0,19.0
715,-10,208500.0,0.0,18.0
716,-50,208800.0,0.0,3.0
717,-90,208800.0,0.0,4.0
718,-100,209100.0,0.0,19.0
719,-1,209100.0,0.0,18.0
720,-90,209700.0,0.0,1.0
721,-70,209700.0,0.0,1.0
722,-70,210600.0,0.0,18.0
723,-90,210600.0,0.0,19.0
724,-100,210600.0,0.0,19.0
725,-100,211800.0,0.0,18.0
726,-90,211800.0,0.0,18.0
727,-95,211800.0,0.0,18.0
728,-1,212100.0,0.0,18.0
729,-1,212100.0,0.0,19.0
730,-10,212700.0,0.0,19.0
731,-100,213000.0,0.0,1.0
732,-50,213000.0,0.0,1.0
733,-80,213300.0,0.0,19.0
734,-100,213900.0,0.0,19.0
735,-70,214200.0,0.0,19.0
736,-10,214500.0,0.0,2.0
737,-70,214800.0,0.0,19.0
738,-70,214800.0,0.0,19.0
739,-95,214800.0,0.0,19.0
740,-50,215100.0,0.0,4.0
741,-70,215100.0,0.0,1.0
742,-95,215100.0,0.0,1.0
743,-1,215400.0,0.0,19.0
744,-95,215700.0,0.0,1.0
745,-95,215700.0,0.0,1.0
746,-90,216300.0,0.0,18.0
747,-90,216300.0,0.0,19.0
748,-50,216300.0,0.0,19.0
749,-70,216600.0,0.0,19.0
750,-50,216600.0,0.0,19.0
751,-50,216600.0,0.0,19.0
752,-100,216900.0,0.0,19.0
753,-95,217200.0,0.0,19.0
754,-90,218100.0,0.0,1.0
755,-100,218100.0,0.0,1.0
756,-70,218100.0,0.0,1.0
757,-70,218400.0,0.0,1.0
758,-90,219000.0,0.0,1.0
759,-10,219000.0,0.0,2.0
760,-1,219000.0,0.0,1.0
761,-10,219600.0,0.0,16.0
762,-100,219900.0,0.0,1.0
763,-50,220800.0,0.0,2.0
764,-90,221400.0,0.0,2.0
765,-90,221700.0,0.0,1.0
766,-95,222000.0,0.0,1.0
767,-90,222300.0,0.0,1.0
768,-70,222300.0,0.0,2.0
769,-10,222600.0,0.0,1.0
770,-70,223200.0,0.0,1.0
771,-100,223500.0,0.0,1.0
772,-95,223500.0,0.0,2.0
773,-100,223800.0,0.0,2.0
774,-1,225000.0,0.0,17.0
775,-10,225900.0,0.0,2.0
